GemID;Gemeinde; ; ; ; ;GebID;Gebäude; ; ;Baujahr;m2;Jahr;ZId;Zähler;Typ;Einheit;Medium;MGruppe;Jan;Feb;Mrz;Apr;Mai;Jun;Jul;Aug;Sep;Okt;Nov;Dez;Jahr;MIND;MINW;MAXD;MAXW;MIND1;MINW1
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;725145;WHA Mauer Hauptplatz 17;WG;01;1975;212;2025;726526;FW (Kelag) Hauptplatz 17;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;725146;WHA Mauer Hauptplatz 18;WG;01;1975;334;2025;739155;FW (Kelag) Hauptplatz 18;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;725147;WHA Mauer Hauptstraße 13;WG;01;1980;145;2025;726544;FW (Kelag) Hauptstraße 13;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;725148;WHA Mauer Hauptstraße 15;WG;01;1990;145;2025;726556;FW (Kelag) Hauptstraße 15;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;725149;WHA Mauer Hauptstraße 17;WG;01;1975;234;2025;726568;FW (Kelag) - Hauptstr. 17;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;725150;WHA Mauer Hauptstraße 31;WG;01;1975;238;2025;797558;Biomasse Darstellung VZ WHA Hauptstr. 31;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;725151;WHA Mauer Hausm. Str. 2 & Bahnhofstr. 1;WG;01;1975;265,5;2025;726593;FW (Kelag) Hausmeninger Str. 2 & Bahnhofstr. 1;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;945654;WIRKSTATT - AVB;VAZ;02;2022;1467;2025;945854;Fernwärme BAW 72233;H;MWh;Biowärme;Wärme;6,68;6,03;6,68;6,46;1,84;0,16;;;;;;;;08.05.2025;27,571;30.06.2025;0,28;;
579582;Amstetten;MOV;30502;Amstetten;KEM Amstetten Nord;804985;Zentralschule;HS;02;2014;7857;2025;804566;FW 71395 ab 01.01.14 - Zentralschule;H;kWh;Biowärme;Wärme;60.931,03;55.034,48;60.931,03;58.965,52;60.931,03;45.206,90;;;;;;;;23.06.2025;342000;24.06.2025;0;;
579714;Andlersdorf;WEV;30802;Gänserndorf;;582911;Gemeindezentrum Andlersdorf;GA;02;2012;174;2025;605912;ALT_Gaszähler Gemeindezentrum;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
717885;Angern an der March;WEV;30803;Gänserndorf;;770231;Bauernmarkt, Bahnstr. Stillfried;SON;01;1990;110;2025;778320;Erdgasverbrauchszähler Bauernmarkt;H;kWh;NGas;Wärme;1.795,93;1.659,53;887,84;;;;;;;;;;;20.03.2025;10080,1;20.03.2025;10080,1;;
717885;Angern an der March;WEV;30803;Gänserndorf;;759953;ehem. Kindergarten Ollersdorf;KG;01;1900;442;2025;762252;alt_Pelletsverbrauchszähler KIGA Ollersdorf;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;;;;;;
717885;Angern an der March;WEV;30803;Gänserndorf;;759950;Gemeindeamt Angern;GA;02;1900;885;2025;762240;alt_Erdgas Verbrauchszähler;H;m³;NGas;Wärme;;;;;;;;;;;;;;;;;;;
717885;Angern an der March;WEV;30803;Gänserndorf;;761976;Jugendzentrum Ollersdorf;SON;;1908;80;2025;762270;Pelletsverbrauchszähler;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;;;;;;
717885;Angern an der March;WEV;30803;Gänserndorf;;759954;Kindergarten Mannersdorf;KG;01;1910;550;2025;762246;Pelletsverbrauchszähler KIGA Mannersdorf;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;;;;;;
717885;Angern an der March;WEV;30803;Gänserndorf;;934934;Kindergarten-Grub + Dorfstadl-Grub;KG;01;2017;650;2025;1029674;Pelletsverbrauchszähler KIGA Grub;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;;;;;;
717885;Angern an der March;WEV;30803;Gänserndorf;;759952;OV Kanzlei Stillfried;SON;01;1900;700;2025;762258;Pelletsverbrauchszähler OV Kanzlei Stillfried;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;;;;;;
717885;Angern an der March;WEV;30803;Gänserndorf;;759958;Volksschule Angern;VS;01;1900;1050;2025;762264;Pelletsverbrauchszähler VS Angern;H;kg;Pellets_Gewicht;Wärme;;;;;;;;;;;;;;;;;;;
579702;Annaberg;NOM;31401;Lilienfeld;KEM Mostviertel Mitte;783555;Bauhof;BH;01;1910;70;2025;784103;Pelletsheizung;H;kg;Pellets_Gewicht;Wärme;600;405;350;300;201,21;36,29;37,5;25;150;250;;;;31.01.2025;600;31.10.2025;250;;
579702;Annaberg;NOM;31401;Lilienfeld;KEM Mostviertel Mitte;582266;Gemeindeamt;GA;02;1978;1028;2025;601833;Heizung;H;l;Heizoel_EL;Wärme;;;;;;;;;;;;;;;;;;;
579702;Annaberg;NOM;31401;Lilienfeld;KEM Mostviertel Mitte;582266;Gemeindeamt;GA;02;1978;1028;2025;785242;Wärmezähler;H;kWh;Biowärme;Wärme;19.585,00;16.839,00;10.554,00;10.957,00;6.963,63;7.828,37;5.616,00;5.438,19;7.082,81;12.522,00;;;;01.01.2025;563,1875;31.12.2025;;01.01.2026;
579702;Annaberg;NOM;31401;Lilienfeld;KEM Mostviertel Mitte;582265;Volksschule;VS;02;1600;280;2025;601831;Heizung;H;l;Heizoel_EL;Wärme;;;;;;;;;;;;;;;;;;;
579702;Annaberg;NOM;31401;Lilienfeld;KEM Mostviertel Mitte;582265;Volksschule;VS;02;1600;280;2025;917512;Wärmezähler Pellets;H;kg;Pellets_Gewicht;Wärme;3.190,00;2.680,00;2.450,00;1.720,00;1.430,00;1.059,00;280;360;1.050,00;1.100,00;;;;31.01.2025;3190;31.10.2025;1100;;
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;696385;Bauhof;BH;02;1933;1067;2025;625718;Wärmezähler;H;MWh;Biowärme;Wärme;16,55;16,81;12,81;8,33;5,46;0,98;1,34;1,32;2,98;8,92;12,87;19,93;108,3;01.01.2025;17,038;01.12.2025;12,435;01.01.2026;20,132
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;696367;Gemeindeamt;GA;02;1983;1848;2025;625720;Wärmezähler;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;696367;Gemeindeamt;GA;02;1983;1848;2025;1109144;Wärmezähler GA+ Zubau;H;MWh;Biowärme;Wärme;7,77;7,06;7,82;7,57;7,82;7,57;7,82;7,82;7,57;7,82;7,57;7,82;92,04;01.01.2025;75,06;01.01.2025;75,06;29.01.2026;99,15
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;696367;Gemeindeamt;GA;02;1983;1848;2025;1130725;Wärmezähler Gemeindeamt + Zubau ab 2026;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;02.01.2025;;31.12.2025;;01.01.2026;
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;696367;Gemeindeamt;GA;02;1983;1848;2025;1072484;Wärmezähler Sozialräume;H;MWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;696401;Gemeinschaftshaus;VAZ;02;1989;1057;2025;625726;Wärmezähler Gesamt;H;MWh;Biowärme;Wärme;12,03;11,85;9,23;5,81;3,95;0,4;0,62;0,51;1,79;7,69;8,54;15,32;77,75;01.01.2025;12,647;01.12.2025;8,069;01.01.2026;15,528
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;585763;Kindergarten Arbesbach;KG;01;1976;636;2025;625724;Wärmezähler;H;MWh;Biowärme;Wärme;5,91;5,62;4,22;2,4;2,12;0,61;0,62;0,6;1,13;3,73;5,01;7,17;39,15;01.01.2025;5,82;01.12.2025;4,813;01.01.2026;7,232
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;585764;Kindergarten Purrath;KG;02;1912;702;2025;625742;Öl;H;l;Heizoel_EL;Wärme;;;;;;;;;;;;;;;;;;;
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;585764;Kindergarten Purrath;KG;02;1912;702;2025;857931;Pellets;H;kg;Pellets_Gewicht;Wärme;1.518,58;1.371,62;1.518,58;1.469,59;1.518,58;1.469,59;1.518,58;1.518,58;1.469,59;1.518,58;1.469,59;1.518,58;17.880,00;31.12.2025;7620;31.12.2025;10260;;
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;696386;Neue Mittelschule;NM;02;1967;2963;2025;626043;Wärme;H;MWh;Biowärme;Wärme;29,36;27,75;16,7;9,93;5,13;1,6;1,71;1,62;2,8;13,35;19,66;26,21;155,82;01.01.2025;0,7523;31.12.2025;0,8511;01.01.2026;0,8511
579847;Arbesbach;WAV;32502;Zwettl;KEM Hochland;585750;Volksschule;VS;02;1977;2438;2025;625732;Wärmezähler;H;MWh;Biowärme;Wärme;13,28;12,99;9,19;5,42;2,19;1,13;1,17;1,25;1,39;9,53;11,39;16,8;85,74;01.01.2025;14,15;01.12.2025;10,83;01.01.2026;16,96
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;759926;Feuerwehr_ Ardagger_Stift + Wohnungen + Heizwerk;FF;01;1995;1060;2025;785804;z_Heizung Feuerwehr Stift 30% (bis 2024);H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;759928;Feuerwehr_Kollmitzberg+Gemeinderaum;FF;01;1998;538;2025;968051;Heizung alt;H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;759928;Feuerwehr_Kollmitzberg+Gemeinderaum;FF;01;1998;538;2025;785822;Heizung FF Kolmitzberg 50%;H;kWh;ElectricityForHeating;Wärme;3.418,00;2.732,00;1.293,00;812;227,67;463,33;195;236,5;679,5;779,05;1.398,95;2.531,50;14.766,50;01.01.2025;1068,6935;31.12.2025;54,3226;01.01.2026;901,8226
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582091;Gemeindeamt;GA;01;2012;596;2025;600938;Fernwärme Gemeinde;H;kWh;Biowärme;Wärme;456,6;337,69;373,87;361,81;373,87;361,81;373,87;558,43;653,22;674,99;653,22;674,99;5.854,40;09.01.2025;2104;12.08.2025;2593;05.01.2026;3179
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582091;Gemeindeamt;GA;01;2012;596;2025;612739;Fernwärme Sitzungsaal;H;kWh;Biowärme;Wärme;468,67;395,52;437,89;423,77;437,89;423,77;437,89;629,54;726,37;750,58;726,37;750,58;6.608,85;09.01.2025;1737;12.08.2025;3037;05.01.2026;3535
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;585964;Haus_der_Musik_Kollmitzberg;MH;01;2011;284;2025;622881;Biowärme Musik 22%;H;kWh;Biowärme;Wärme;-577,55;-598,21;-356,07;-173;-1,52;6.800,76;42.164,69;25.834,69;-21,55;-116,51;-361,37;-434,44;72.159,92;01.01.2025;-21,8162;31.12.2025;-15,3195;01.01.2026;-16,0626
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;841483;Jugendheim_Kollmitzberg;SON;01;2004;119;2025;843248;Biowärme Jugendheim 9%;H;kWh;Biowärme;Wärme;-236,27;-244,72;-145,67;-70,77;-0,62;2.782,13;17.249,19;10.568,74;-8,82;-47,66;-147,83;-177,72;29.519,97;01.01.2025;-8,9248;31.12.2025;-6,2671;01.01.2026;-6,5711
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582173;Kindergarten_Kollmitzberg;KG;01;2004;333;2025;622877;Biowärme Kindergarten 26%;H;kWh;Biowärme;Wärme;-682,56;-706,98;-420,81;-204,45;-1,79;8.037,26;49.831,00;30.531,91;-25,47;-137,69;-427,07;-513,42;85.279,91;01.01.2025;-25,7828;31.12.2025;-18,1049;01.01.2026;-18,9831
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582160;Kindergarten_Markt;KG;01;2010;358,81;2025;622816;Fernwärme Kindergarten 46%;H;kWh;Biowärme;Wärme;4.991,13;3.402,81;2.616,70;1.821,15;1.747,12;463,76;385,86;821,03;1.384,63;1.474,34;3.560,40;4.463,31;27.132,24;01.01.2025;141,9611;31.12.2025;153,4429;01.01.2026;153,4429
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;585968;Kindergarten_Stephanshart;KG;01;2004;393;2025;622210;Fernwärme 32%;H;MWh;Biowärme;Wärme;0,65;0,59;0,4;0,2;0,13;0,09;0,07;0,26;0,36;0,37;0,36;0,37;3,87;01.01.2025;0,021;31.12.2025;0,0121;01.01.2026;0,0121
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582167;Kindergarten_Stift;KG;01;2008;685,01;2025;622759;Fernwärme EINGABE Kindergarten Sub;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;780241;Kleinkindergarten_Stift (Schulzentrum);KG;01;2016;610;2025;781448;Strom Heizung Kleinkindergarten 15% KEINE EINGABE;H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;780241;Kleinkindergarten_Stift (Schulzentrum);KG;01;2016;610;2025;837397;WP Fußbodenheizung KKG 56% VIRTUELL;H;kWh;Biowärmepumpe;Wärme;;;;;;;;;;;;;;;;;;01.01.2026;46,2748
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;585966;Moarhaus_Gemeinderaum_WC_AR;SON;01;2004;125;2025;622222;Fernwärme 10%;H;MWh;Biowärme;Wärme;0,2;0,19;0,13;0,06;0,04;0,03;0,02;0,08;0,11;0,12;0,11;0,12;1,21;01.01.2025;0,0066;31.12.2025;0,0038;01.01.2026;0,0038
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;585967;Moarhaus_Turnsaal_Stephanshart;SPH;01;2004;251;2025;622226;Fernwärme 20%;H;MWh;Biowärme;Wärme;0,41;0,37;0,25;0,12;0,08;0,06;0,04;0,16;0,23;0,23;0,23;0,23;2,42;01.01.2025;0,0131;31.12.2025;0,0076;01.01.2026;0,0076
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;585963;Musikheim_Stephanshart;MH;01;2004;194;2025;622214;Fernwärme 15%;H;MWh;Biowärme;Wärme;0,31;0,28;0,19;0,09;0,06;0,04;0,03;0,12;0,17;0,18;0,17;0,18;1,81;01.01.2025;0,0098;31.12.2025;0,0057;01.01.2026;0,0057
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;586010;Musikheim_Stift;MH;01;2008;238;2025;622804;Fernwärme 34%;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582092;Musikverein_Markt;MH;01;1989;85;2025;600962;Fernwärme;H;kWh;Biowärme;Wärme;480,22;349,93;387,43;374,93;387,43;374,93;387,43;234,95;134,18;138,65;134,18;138,65;3.522,91;09.01.2025;2258;12.08.2025;2687;05.01.2026;653
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582340;Musterhaus;WG;01;;175;2025;602556;Heizung;H;l;Heizoel_EL;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;586009;Pfarrheim_Stift;SON;01;1990;477;2025;622784;Fernwärme 66%;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582166;Schulzentrum gesamt;NM;01;2012;7485;2025;1157192;Fernwärme Bodenheizung VS EINGABE;H;kWh;Biowärme;Wärme;;;;;;;;;;10.296,14;9.964,01;10.296,14;;;;;;05.04.2026;62109
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582166;Schulzentrum gesamt;NM;01;2012;7485;2025;837367;Strom Direktheizung NMS 59,02 % VIRTUELL;H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;01.01.2026;719,6632
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582166;Schulzentrum gesamt;NM;01;2012;7485;2025;1157711;Umgebungswärme Wärmepumpe JAZ 2,5;H;kWh;Biowärmepumpe;Wärme;34.595,74;29.608,45;17.690,82;5.843,86;1.244,76;13.060,52;13.495,87;13.495,87;13.060,52;13.495,87;13.060,52;13.495,87;182.148,67;02.01.2025;1646,2083;31.12.2025;435,3507;01.01.2026;435,3507
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582166;Schulzentrum gesamt;NM;01;2012;7485;2025;736334;z_HT Strom Direktheizung Zähler (alt);H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582166;Schulzentrum gesamt;NM;01;2012;7485;2025;736424;z_HT Strom E- Heizung NMS (bis Sommer 2018);H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582166;Schulzentrum gesamt;NM;01;2012;7485;2025;736430;z_NT Strom E- Heizung NMS (bis Sommer 2018);H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582168;Volkschule_Kollmitzberg;VS;01;2010;546;2025;612870;Biowärme  VS 43%;H;kWh;Biowärme;Wärme;-1.128,85;-1.169,23;-695,96;-338,14;-2,97;13.292,39;82.412,80;50.495,07;-42,12;-227,72;-706,31;-849,12;141.039,84;01.01.2025;-42,6408;31.12.2025;-29,9427;01.01.2026;-31,3951
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582164;Volkschule_Stift_Turnsaal_Alt (Schulzentrum);VS;01;2012;2883,14;2025;736340;Strom E- Heizung HT KEINE EINGABE;H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582164;Volkschule_Stift_Turnsaal_Alt (Schulzentrum);VS;01;2012;2883,14;2025;736346;Strom E- Heizung NT KEINE EINGABE;H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;;;;;;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582164;Volkschule_Stift_Turnsaal_Alt (Schulzentrum);VS;01;2012;2883,14;2025;781430;Strom Heizung Volksschule 46% KEINE EINGABE;H;kWh;ElectricityForHeating;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;582164;Volkschule_Stift_Turnsaal_Alt (Schulzentrum);VS;01;2012;2883,14;2025;837415;WP Fußbodenheizung VS 44% VIRTUELL;H;kWh;Biowärmepumpe;Wärme;2.162,02;1.825,24;1.114,89;357,6;24,6;1.090,76;1.127,12;1.127,12;1.090,76;1.127,12;1.090,76;1.127,12;13.265,10;01.01.2025;112,2587;31.12.2025;36,3587;01.01.2026;36,3587
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;585965;Volksschule_Stephanshart;VS;01;2004;281;2025;622218;Fernwärme 23%;H;MWh;Biowärme;Wärme;0,47;0,43;0,29;0,14;0,09;0,06;0,05;0,18;0,26;0,27;0,26;0,27;2,78;01.01.2025;0,0151;31.12.2025;0,0087;01.01.2026;0,0087
579685;Ardagger;MOV;30503;Amstetten;KEM Amstetten Nord;585980;Wohnung_KG_Kollmitzberg_2;WG;01;2004;109;2025;622868;Biowärme Wohnung 2 Sub;H;kWh;Biowärme;Wärme;930,16;1.250,06;578,94;76,36;6,9;0,19;1,22;37,96;36,73;37,96;479,76;590,47;4.026,72;03.01.2025;1081;30.12.2025;1042;04.02.2026;796
579833;Artstetten-Pöbring;MOV;31502;Melk;;727619;Feuerwehr_Artstetten;FF;01;1990;119,6;2025;700610;Virtueller Zähler Biowärme FF Artstetten;H;MWh;Biowärme;Wärme;1,16;0,99;1,05;1,02;1,05;1,02;1,19;1,26;1,22;1,26;1,22;1,26;13,7;01.01.2025;0,0376;31.12.2025;0,0407;01.01.2026;0,0407
579833;Artstetten-Pöbring;MOV;31502;Melk;;585076;Freizeitzentrum;SON;02;1990;203;2025;1025892;Sub Heizung Fußball;H;kWh;Biowärme;Wärme;261,36;244,93;278,53;269,55;278,53;269,55;278,53;278,53;269,55;278,53;269,55;278,53;3.255,66;12.02.2025;2934;12.02.2025;2934;08.01.2026;2965
579833;Artstetten-Pöbring;MOV;31502;Melk;;585076;Freizeitzentrum;SON;02;1990;203;2025;1025880;Sub Heizung Jugend;H;kWh;Biowärme;Wärme;888,58;903,92;1.084,91;1.049,91;1.084,91;1.049,91;1.084,91;1.084,91;1.049,91;1.084,91;1.049,91;1.084,91;12.501,57;12.02.2025;9975;12.02.2025;9975;08.01.2026;11549
579833;Artstetten-Pöbring;MOV;31502;Melk;;585076;Freizeitzentrum;SON;02;1990;203;2025;1025886;Sub Heizung Tennis;H;kWh;Biowärme;Wärme;667,28;464,08;398,7;385,84;398,7;385,84;398,7;398,7;385,84;398,7;385,84;398,7;5.066,90;12.02.2025;7490,8;12.02.2025;7490,8;08.01.2026;4244,2
579833;Artstetten-Pöbring;MOV;31502;Melk;;727616;Gemeindeamt_Artstetten;GA;01;2013;700;2025;700682;Biowärme Gemeinde;H;MWh;Biowärme;Wärme;1,51;1,36;1,51;1,46;1,51;1,46;1,72;1,72;1,67;1,72;1,67;1,72;19,02;12.02.2025;12,651;01.07.2025;17,731;01.01.2026;226,133
579833;Artstetten-Pöbring;MOV;31502;Melk;;696410;Kath_Jugendheim_Pöbring (alte VS/Pöbring 18);SON;01;1990;603;2025;831053;Biowärme Jugend/Gemeinde/Wohnung;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579833;Artstetten-Pöbring;MOV;31502;Melk;;696410;Kath_Jugendheim_Pöbring (alte VS/Pöbring 18);SON;01;1990;603;2025;1128110;Pelletsheizung Gemeinde in Pöbring 18;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579833;Artstetten-Pöbring;MOV;31502;Melk;;696410;Kath_Jugendheim_Pöbring (alte VS/Pöbring 18);SON;01;1990;603;2025;700700;Pelletsheizung Kath. Jugendheim;H;MWh;Biowärme;Wärme;2,24;2,42;3;2,91;3;2,91;3;3;2,91;3;2,91;3;34,31;12.02.2025;30,967;12.02.2025;30,967;08.01.2026;31,975
579833;Artstetten-Pöbring;MOV;31502;Melk;;696410;Kath_Jugendheim_Pöbring (alte VS/Pöbring 18);SON;01;1990;603;2025;1128128;Pelletsheizung Wohnung Pöbring 18;H;kWh;Biowärme;Wärme;;;;;;;;;;;;;;;;;;;
579833;Artstetten-Pöbring;MOV;31502;Melk;;696431;Kindergarten_Artstetten;KG;02;2014;450;2025;700616;Virtueller Zähler Biowärme KG Artstetten;H;MWh;Biowärme;Wärme;4,98;4,24;4,49;4,34;4,49;4,34;5,07;5,39;5,22;5,39;5,22;5,39;58,55;01.01.2025;0,1605;31.12.2025;0,174;01.01.2026;0,174
579833;Artstetten-Pöbring;MOV;31502;Melk;;585071;Musikheim_ Artstetten;MH;01;2004;387;2025;700676;Biowärme Musikheim;H;MWh;Biowärme;Wärme;1,77;1,33;1,25;1,21;1,25;1,21;1,25;1,25;1,21;1,25;1,21;1,25;15,42;12.02.2025;21,941;12.02.2025;21,941;08.01.2026;13,289
579833;Artstetten-Pöbring;MOV;31502;Melk;;727620;Volksschule_Artstetten mit PV;VS;02;1990;1000;2025;700622;Virtueller Zähler Biowärme VS Artstetten;H;MWh;Biowärme;Wärme;4,45;3,79;4,01;3,88;4,01;3,88;4,53;4,82;4,66;4,82;4,66;4,82;52,32;01.01.2025;0,1434;31.12.2025;0,1554;01.01.2026;0,1554
579542;Aschbach-Markt;MOV;30504;Amstetten;KEM Amstetten Süd;583914;Bauhof;BH;01;2007;1183;2025;1122568;Wärme Bauhof abzüglich Pfadfinderheim;H;kWh;Hackschnitzel;Wärme;;;;;;;;;;;;;;01.01.2025;;31.12.2025;;01.01.2026;
579542;Aschbach-Markt;MOV;30504;Amstetten;KEM Amstetten Süd;583914;Bauhof;BH;01;2007;1183;2025;754075;z_Erdgas (bis 08/25);H;m³;NGas;Wärme;2.248,47;1.645,00;1.509,00;1.115,00;781,24;127,06;12,71;0;;;;;;31.01.2025;2321;01.08.2025;0;;
579542;Aschbach-Markt;MOV;30504;Amstetten;KEM Amstetten Süd;583915;Feuerwehr_Aschbach alt;FF;01;1993;580;2025;612240;Erdgas 75%;H;m³;NGas;Wärme;767,98;552,75;444;295,5;200,91;109,85;37,78;0,96;0;200,55;436,64;613,03;3.659,95;01.01.2025;24,7734;31.12.2025;19,6293;01.01.2026;29,225
579542;Aschbach-Markt;MOV;30504;Amstetten;KEM Amstetten Süd;946985;Feuerwehr_Aschbach neu;FF;01;2021;975;2025;947180;Strom Heizung Wärmepumpen 75%;H;kWh;Biowärmepumpe;Wärme;10.299,02;5.748,75;2.362,50;-236,25;;;;;;;;;;01.01.2025;462,1139;31.12.2025;;01.01.2026;
579542;Aschbach-Markt;MOV;30504;Amstetten;KEM Amstetten Süd;946985;Feuerwehr_Aschbach neu;FF;01;2021;975;2025;1118188;Strom Wärmepumpe (ab 9.5.23) EINGABE;H;kWh;Elektrizität zum Heizen-erneuerbar;Wärme;1.306,55;1.180,11;1.306,55;1.264,40;1.306,55;1.264,40;1.306,55;1.306,55;1.264,40;1.321,87;1.724,06;2.494,44;17.046,44;30.10.2025;18376;30.12.2025;2333;29.01.2026;3119
579542;Aschbach-Markt;MOV;30504;Amstetten;KEM Amstetten Süd;946985;Feuerwehr_Aschbach neu;FF;01;2021;975;2025;1118194;Umgebungswärme Wärmepumpe COP 3,5;H;kWh;Biowärmepumpe;Wärme;3.266,38;2.950,28;3.266,38;3.161,01;3.266,38;3.161,01;3.266,38;3.266,38;3.161,01;3.304,68;4.310,16;6.236,09;42.616,11;01.01.2025;105,367;31.12.2025;201,1207;01.01.2026;259,9167
579542;Aschbach-Markt;MOV;30504;Amstetten;KEM Amstetten Süd;583893;Feuerwehr_Aukental;FF;01;2002;370;2025;612095;Pelletsheizung;H;kg;Pellets_Gewicht;Wärme;395,49;357,22;395,49;382,74;395,49;382,74;395,49;395,49;25,52;;;;;25.08.2025;6500;25.08.2025;6500;;
