datetime_from_utc;1/4h
29.04.2024 05:45;-10,37
29.04.2024 06:00;-9,53
29.04.2024 06:15;-7,81
29.04.2024 06:30;-6,21
29.04.2024 06:45;-5,18
29.04.2024 07:00;-2,49
29.04.2024 07:15;-1,98
29.04.2024 07:30;-0,83
29.04.2024 07:45;4,5
29.04.2024 08:00;6,02
29.04.2024 08:15;5,42
29.04.2024 08:30;6,97
29.04.2024 08:45;7,92
29.04.2024 09:00;7,93
29.04.2024 09:15;8,75
29.04.2024 09:30;9,37
29.04.2024 09:45;9,66
29.04.2024 10:00;13,26
29.04.2024 10:15;12,41
29.04.2024 10:30;6,89
29.04.2024 10:45;7,32
29.04.2024 11:00;9
29.04.2024 11:15;8,18
29.04.2024 11:30;8,72
29.04.2024 11:45;10,03,2025
29.04.2024 12:00;01,03,2029
29.04.2024 12:15;2,01
29.04.2024 12:30;14,04
29.04.2024 12:45;13,49
29.04.2024 13:00;01,11,1937
29.04.2024 13:15;14,54
29.04.2024 13:30;10,5
29.04.2024 13:45;7,76
29.04.2024 14:00;8,09
29.04.2024 14:15;6,38
29.04.2024 14:30;6,84
29.04.2024 14:45;5,57
29.04.2024 15:00;2,63
29.04.2024 15:15;-2,97
29.04.2024 15:30;-2,95
29.04.2024 15:45;-5,48
29.04.2024 16:00;-5,67
29.04.2024 16:15;-6,7
29.04.2024 16:30;-9,01
29.04.2024 16:45;-9,35
29.04.2024 17:00;-12,5
29.04.2024 17:15;-8,37
29.04.2024 17:30;-9,61
29.04.2024 17:45;-10,13
29.04.2024 18:00;-12,54
29.04.2024 18:15;-14,07
29.04.2024 18:30;-16,14
29.04.2024 18:45;-17,3
29.04.2024 19:00;-17,32
29.04.2024 19:15;-16,09
29.04.2024 19:30;-15,55
29.04.2024 19:45;-18,23
29.04.2024 20:00;-16,68
29.04.2024 20:15;-16
29.04.2024 20:30;-16,35
29.04.2024 20:45;-16,55
29.04.2024 21:00;-16
29.04.2024 21:15;-16,39
29.04.2024 21:30;-14,52
29.04.2024 21:45;-10,75
29.04.2024 22:00;-11,14
29.04.2024 22:15;-11,62
29.04.2024 22:30;-11,61
29.04.2024 22:45;-10,65
29.04.2024 23:00;-9,97
29.04.2024 23:15;-10,21
29.04.2024 23:30;-10,59
29.04.2024 23:45;-10,39
30.04.2024 00:00;-9,44
30.04.2024 00:15;-7,33
30.04.2024 00:30;-7,89
30.04.2024 00:45;-10,08
30.04.2024 01:00;-10,26
30.04.2024 01:15;-10,38
30.04.2024 01:30;-9,85
30.04.2024 01:45;-10,08
30.04.2024 02:00;-10,4
30.04.2024 02:15;-12,79
30.04.2024 02:30;-11,95
30.04.2024 02:45;-12,39
30.04.2024 03:00;-12,97
30.04.2024 03:15;-11,96
30.04.2024 03:30;-8,83
30.04.2024 03:45;-8,26
30.04.2024 04:00;-5,48
30.04.2024 04:15;-6,02
30.04.2024 04:30;-8,34
30.04.2024 04:45;-10,8
30.04.2024 05:00;-10,53
30.04.2024 05:15;-8,9
30.04.2024 05:30;-8,64
30.04.2024 05:45;-8,18
30.04.2024 06:00;-6,35
30.04.2024 06:15;-5,95
30.04.2024 06:30;-4,55
30.04.2024 06:45;-6,17
30.04.2024 07:00;-5,64
30.04.2024 07:15;-5,15
30.04.2024 07:30;-2,78
30.04.2024 07:45;-0,65
30.04.2024 08:00;0,4
30.04.2024 08:15;2,39
30.04.2024 08:30;5,58
30.04.2024 08:45;6,99
30.04.2024 09:00;10,38
30.04.2024 09:15;11,49
30.04.2024 09:30;12,45
30.04.2024 09:45;14,96
30.04.2024 10:00;15,17
30.04.2024 10:15;16,9
30.04.2024 10:30;14,5
30.04.2024 10:45;14,18
30.04.2024 11:00;14,05
30.04.2024 11:15;13,11
30.04.2024 11:30;14,36
30.04.2024 11:45;13,48
30.04.2024 12:00;12,96
30.04.2024 12:15;13,1
30.04.2024 12:30;11,97
30.04.2024 12:45;12,71
30.04.2024 13:00;10,5
30.04.2024 13:15;10,61
30.04.2024 13:30;9,48
30.04.2024 13:45;8,98
30.04.2024 14:00;7,63
30.04.2024 14:15;7,75
30.04.2024 14:30;7,33
30.04.2024 14:45;5,17
30.04.2024 15:00;0,82
30.04.2024 15:15;0,51
30.04.2024 15:30;-1,88
30.04.2024 15:45;-1,74
30.04.2024 16:00;-3,84
30.04.2024 16:15;-6,43
30.04.2024 16:30;-11,33
30.04.2024 16:45;-12,26
30.04.2024 17:00;-14,53
30.04.2024 17:15;-16,71
30.04.2024 17:30;-18,18
30.04.2024 17:45;-19,89
30.04.2024 18:00;-19,25
30.04.2024 18:15;-21,15
30.04.2024 18:30;-23,2
30.04.2024 18:45;-25,06
30.04.2024 19:00;-22,03
30.04.2024 19:15;-19,06
30.04.2024 19:30;-16,08
30.04.2024 19:45;-15,96
30.04.2024 20:00;-16,05
30.04.2024 20:15;-16,31
30.04.2024 20:30;-14,86
30.04.2024 20:45;-15,91
30.04.2024 21:00;-14,61
30.04.2024 21:15;-14,14
30.04.2024 21:30;-13,13
30.04.2024 21:45;-13,08
30.04.2024 22:00;-13,34
30.04.2024 22:15;-16,93
30.04.2024 22:30;-16,35
30.04.2024 22:45;-16,02
30.04.2024 23:00;-16,2
30.04.2024 23:15;-15,47
30.04.2024 23:30;-15,76
30.04.2024 23:45;-11,37
01.05.2024 00:00;-10,9
01.05.2024 00:15;-11,41
01.05.2024 00:30;-10,39
01.05.2024 00:45;-11,83
01.05.2024 01:00;-12,29
01.05.2024 01:15;-11,44
01.05.2024 01:30;-11,1
01.05.2024 01:45;-10,4
01.05.2024 02:00;-12,01
01.05.2024 02:15;-11,81
01.05.2024 02:30;-12,38
01.05.2024 02:45;-12,55
01.05.2024 03:00;-10,7
01.05.2024 03:15;-9,82
01.05.2024 03:30;-6,69
01.05.2024 03:45;-6,01
01.05.2024 04:00;-2,82
01.05.2024 04:15;-3,63
01.05.2024 04:30;-6,49
01.05.2024 04:45;-6,23
01.05.2024 05:00;-6,37
01.05.2024 05:15;-5,81
01.05.2024 05:30;-5,68
01.05.2024 05:45;-6,14
01.05.2024 06:00;-2,93
01.05.2024 06:15;-0,18
01.05.2024 06:30;0,33
01.05.2024 06:45;-0,23
01.05.2024 07:00;0,29
01.05.2024 07:15;-0,98
01.05.2024 07:30;3,44
01.05.2024 07:45;3,43
01.05.2024 08:00;-1,18
01.05.2024 08:15;-2,36
01.05.2024 08:30;3,04
01.05.2024 08:45;2,93
01.05.2024 09:00;5,95
01.05.2024 09:15;4,22
01.05.2024 09:30;1,77
01.05.2024 09:45;3,03
01.05.2024 10:00;8,1
01.05.2024 10:15;10,38
01.05.2024 10:30;10,19
01.05.2024 10:45;8,62
01.05.2024 11:00;9,01
01.05.2024 11:15;6,9
01.05.2024 11:30;5,23
01.05.2024 11:45;9,65
01.05.2024 12:00;8,51
01.05.2024 12:15;01,11,1942
01.05.2024 12:30;14,4
01.05.2024 12:45;14,59
01.05.2024 13:00;15,06,2025
01.05.2024 13:15;10,55
01.05.2024 13:30;14,62
01.05.2024 13:45;11,65
01.05.2024 14:00;7,75
01.05.2024 14:15;4,52
01.05.2024 14:30;1,38
01.05.2024 14:45;-0,13
01.05.2024 15:00;-0,96
01.05.2024 15:15;-2,25
01.05.2024 15:30;-3,76
01.05.2024 15:45;-4,75
01.05.2024 16:00;-6,22
01.05.2024 16:15;-7,77
01.05.2024 16:30;-10,89
01.05.2024 16:45;-14,48
01.05.2024 17:00;-14,66
01.05.2024 17:15;-13,82
01.05.2024 17:30;-12,07
01.05.2024 17:45;-13,65
01.05.2024 18:00;-16,36
01.05.2024 18:15;-17,54
01.05.2024 18:30;-21,48
01.05.2024 18:45;-20,96
01.05.2024 19:00;-21,45
01.05.2024 19:15;-20,61
01.05.2024 19:30;-20,15
01.05.2024 19:45;-19,39
01.05.2024 20:00;-18,48
01.05.2024 20:15;-14,5
01.05.2024 20:30;-15,06
01.05.2024 20:45;-14,47
01.05.2024 21:00;-14,2
01.05.2024 21:15;-13,45
01.05.2024 21:30;-13
01.05.2024 21:45;-13,6
01.05.2024 22:00;-13,12
01.05.2024 22:15;-13,17
01.05.2024 22:30;-11
01.05.2024 22:45;-10,7
01.05.2024 23:00;-10,72
01.05.2024 23:15;-10,43
01.05.2024 23:30;-10,23
01.05.2024 23:45;-10,59
02.05.2024 00:00;-10,82
02.05.2024 00:15;-10,16
02.05.2024 00:30;-10,4
02.05.2024 00:45;-13,35
02.05.2024 01:00;-15,93
02.05.2024 01:15;-15,56
02.05.2024 01:30;-14,77
02.05.2024 01:45;-15,57
02.05.2024 02:00;-14,79
02.05.2024 02:15;-13,41
02.05.2024 02:30;-10,38
02.05.2024 02:45;-11,41
02.05.2024 03:00;-12,52
02.05.2024 03:15;-11,36
02.05.2024 03:30;-8,99
02.05.2024 03:45;-9,34
02.05.2024 04:00;-9,2
02.05.2024 04:15;-9,16
02.05.2024 04:30;-7,03
02.05.2024 04:45;-7,69
02.05.2024 05:00;-10,32
02.05.2024 05:15;-10,73
02.05.2024 05:30;-8,91
02.05.2024 05:45;-12,17
02.05.2024 06:00;-7,33
02.05.2024 06:15;-7,44
02.05.2024 06:30;-11,51
02.05.2024 06:45;-4,06
02.05.2024 07:00;-1,33
02.05.2024 07:15;-0,49
02.05.2024 07:30;2,16
02.05.2024 07:45;5,1
02.05.2024 08:00;7,17
02.05.2024 08:15;7,22
02.05.2024 08:30;8,66
02.05.2024 08:45;12,33
02.05.2024 09:00;13,17
02.05.2024 09:15;10,5
02.05.2024 09:30;7,73
02.05.2024 09:45;10,19
02.05.2024 10:00;-2,19
02.05.2024 10:15;2,47
02.05.2024 10:30;4,45
02.05.2024 10:45;3,99
02.05.2024 11:00;-2,22
02.05.2024 11:15;-4,24
02.05.2024 11:30;13,19
02.05.2024 11:45;0,79
02.05.2024 12:00;2,07
02.05.2024 12:15;-0,76
02.05.2024 12:30;-8,98
02.05.2024 12:45;-5,31
02.05.2024 13:00;-3,32
02.05.2024 13:15;6,52
02.05.2024 13:30;9,92
02.05.2024 13:45;7,56
02.05.2024 14:00;1,18
02.05.2024 14:15;3,91
02.05.2024 14:30;0,38
02.05.2024 14:45;4,5
02.05.2024 15:00;1,96
02.05.2024 15:15;1,35
02.05.2024 15:30;-1,49
02.05.2024 15:45;-3,6
02.05.2024 16:00;-6,64
02.05.2024 16:15;-7,1
02.05.2024 16:30;-9,36
02.05.2024 16:45;-11
02.05.2024 17:00;-11,77
02.05.2024 17:15;-12,7
02.05.2024 17:30;-14,34
02.05.2024 17:45;-14,01
02.05.2024 18:00;-12,95
02.05.2024 18:15;-15,8
02.05.2024 18:30;-18,63
02.05.2024 18:45;-18,38
02.05.2024 19:00;-17,14
02.05.2024 19:15;-17,88
02.05.2024 19:30;-16,62
02.05.2024 19:45;-17,99
02.05.2024 20:00;-13,16
02.05.2024 20:15;-14,67
02.05.2024 20:30;-17,02
02.05.2024 20:45;-15,26
02.05.2024 21:00;-13,48
02.05.2024 21:15;-14,03
02.05.2024 21:30;-14,13
02.05.2024 21:45;-13,61
02.05.2024 22:00;-11,78
02.05.2024 22:15;-11,69
02.05.2024 22:30;-12,22
02.05.2024 22:45;-7,84
02.05.2024 23:00;-7,48
02.05.2024 23:15;-8,62
02.05.2024 23:30;-7,75
02.05.2024 23:45;-7,51
03.05.2024 00:00;-7,41
03.05.2024 00:15;-8,18
03.05.2024 00:30;-7,09
03.05.2024 00:45;-8,2
03.05.2024 01:00;-7,75
03.05.2024 01:15;-8,4
03.05.2024 01:30;-7,39
03.05.2024 01:45;-7,91
03.05.2024 02:00;-7,5
03.05.2024 02:15;-7,36
03.05.2024 02:30;-7,14
03.05.2024 02:45;-7,27
03.05.2024 03:00;-8,71
03.05.2024 03:15;-6,41
03.05.2024 03:30;-5,17
03.05.2024 03:45;-3,32
03.05.2024 04:00;-3,31
03.05.2024 04:15;-4,95
03.05.2024 04:30;-7,83
03.05.2024 04:45;-12,68
03.05.2024 05:00;-12,98
03.05.2024 05:15;-12,31
03.05.2024 05:30;-10,84
03.05.2024 05:45;-13,58
03.05.2024 06:00;-15,17
03.05.2024 06:15;-11,56
03.05.2024 06:30;-12,35
03.05.2024 06:45;-14,11
03.05.2024 07:00;-10,74
03.05.2024 07:15;-12,45
03.05.2024 07:30;-8,89
03.05.2024 07:45;-8,11
03.05.2024 08:00;-8,77
03.05.2024 08:15;-8,57
03.05.2024 08:30;-7,52
03.05.2024 08:45;-6,48
03.05.2024 09:00;-7,28
03.05.2024 09:15;-7,48
03.05.2024 09:30;-6,63
03.05.2024 09:45;-4,03
03.05.2024 10:00;-6,3
03.05.2024 10:15;-3,75
03.05.2024 10:30;-1,08
03.05.2024 10:45;-3,19
03.05.2024 11:00;-5,49
03.05.2024 11:15;-6,6
03.05.2024 11:30;-4,59
03.05.2024 11:45;-7,18
03.05.2024 12:00;-6,08
03.05.2024 12:15;-2,51
03.05.2024 12:30;-4,01
03.05.2024 12:45;-2,3
03.05.2024 13:00;-4,25
03.05.2024 13:15;-2,1
03.05.2024 13:30;-3,25
03.05.2024 13:45;-3,98
03.05.2024 14:00;-4,58
03.05.2024 14:15;-4,98
03.05.2024 14:30;-5,97
03.05.2024 14:45;-9,7
03.05.2024 15:00;-9,86
03.05.2024 15:15;-10,57
03.05.2024 15:30;-14,03
03.05.2024 15:45;-14,13
03.05.2024 16:00;-12,38
03.05.2024 16:15;-13,75
03.05.2024 16:30;-15,68
03.05.2024 16:45;-13,82
03.05.2024 17:00;-17,35
03.05.2024 17:15;-16,52
03.05.2024 17:30;-17,07
03.05.2024 17:45;-17,37
03.05.2024 18:00;-19,08
03.05.2024 18:15;-18,84
03.05.2024 18:30;-21,96
03.05.2024 18:45;-22,21
03.05.2024 19:00;-23,17
03.05.2024 19:15;-22,19
03.05.2024 19:30;-22,15
03.05.2024 19:45;-21,81
03.05.2024 20:00;-18,08
03.05.2024 20:15;-16,96
03.05.2024 20:30;-17,61
03.05.2024 20:45;-17,33
03.05.2024 21:00;-16,8
03.05.2024 21:15;-16,21
03.05.2024 21:30;-12,61
03.05.2024 21:45;-12,77
03.05.2024 22:00;-12,28
03.05.2024 22:15;-12,26
03.05.2024 22:30;-12,57
03.05.2024 22:45;-10,04
03.05.2024 23:00;-9,67
03.05.2024 23:15;-8,4
03.05.2024 23:30;-8,78
03.05.2024 23:45;-9,5
04.05.2024 00:00;-9,1
04.05.2024 00:15;-8,5
04.05.2024 00:30;-7,91
04.05.2024 00:45;-9,25
04.05.2024 01:00;-8,55
04.05.2024 01:15;-9,94
04.05.2024 01:30;-8,2
04.05.2024 01:45;-8,12
04.05.2024 02:00;-12,25
04.05.2024 02:15;-12,26
04.05.2024 02:30;-12,59
04.05.2024 02:45;-12,62
04.05.2024 03:00;-12,68
04.05.2024 03:15;-11,15
04.05.2024 03:30;-4,43
04.05.2024 03:45;-4,61
04.05.2024 04:00;-3,78
04.05.2024 04:15;-3
04.05.2024 04:30;-3,08
04.05.2024 04:45;-1,62
04.05.2024 05:00;-1,16
04.05.2024 05:15;-2,95
04.05.2024 05:30;-2,47
04.05.2024 05:45;-0,02
04.05.2024 06:00;-0,15
04.05.2024 06:15;-2,16
04.05.2024 06:30;0,13
04.05.2024 06:45;1,5
04.05.2024 07:00;2,79
04.05.2024 07:15;3,71
04.05.2024 07:30;5,66
04.05.2024 07:45;5,46
04.05.2024 08:00;7,49
04.05.2024 08:15;8,8
04.05.2024 08:30;8,3
04.05.2024 08:45;7,79
04.05.2024 09:00;7,75
04.05.2024 09:15;5,86
04.05.2024 09:30;12,55
04.05.2024 09:45;15,16
04.05.2024 10:00;14,81
04.05.2024 10:15;18,63
04.05.2024 10:30;17,59
04.05.2024 10:45;15,39
04.05.2024 11:00;17,21
04.05.2024 11:15;18,21
04.05.2024 11:30;12,18
04.05.2024 11:45;10,06
04.05.2024 12:00;11,39
04.05.2024 12:15;12,48
04.05.2024 12:30;10,86
04.05.2024 12:45;10,14
04.05.2024 13:00;9,39
04.05.2024 13:15;7,78
04.05.2024 13:30;5,86
04.05.2024 13:45;5,4
04.05.2024 14:00;4,35
04.05.2024 14:15;2,59
04.05.2024 14:30;0,62
04.05.2024 14:45;1,69
04.05.2024 15:00;0,83
04.05.2024 15:15;-2,46
04.05.2024 15:30;-1,2
04.05.2024 15:45;-0,31
04.05.2024 16:00;-2,65
04.05.2024 16:15;-5,15
04.05.2024 16:30;-5,89
04.05.2024 16:45;-7,66
04.05.2024 17:00;-12,81
04.05.2024 17:15;-11,64
04.05.2024 17:30;-13
04.05.2024 17:45;-11,7
04.05.2024 18:00;-11,55
04.05.2024 18:15;-11,82
04.05.2024 18:30;-14,64
04.05.2024 18:45;-18,31
04.05.2024 19:00;-17,96
04.05.2024 19:15;-16,67
04.05.2024 19:30;-15,45
04.05.2024 19:45;-15,11
04.05.2024 20:00;-14,67
04.05.2024 20:15;-16,31
04.05.2024 20:30;-11,11
04.05.2024 20:45;-10,42
04.05.2024 21:00;-10,51
04.05.2024 21:15;-10,47
04.05.2024 21:30;-9,86
04.05.2024 21:45;-9,78
04.05.2024 22:00;-9,86
04.05.2024 22:15;-9,3
04.05.2024 22:30;-9,23
04.05.2024 22:45;-9,11
04.05.2024 23:00;-9,83
04.05.2024 23:15;-9,33
04.05.2024 23:30;-12,58
04.05.2024 23:45;-13,06
05.05.2024 00:00;-13,57
05.05.2024 00:15;-13,63
05.05.2024 00:30;-12,84
05.05.2024 00:45;-13,8
05.05.2024 01:00;-13,01
05.05.2024 01:15;-10,02
05.05.2024 01:30;-9
05.05.2024 01:45;-9,51
05.05.2024 02:00;-9,25
05.05.2024 02:15;-9,41
05.05.2024 02:30;-9,59
05.05.2024 02:45;-10,45
05.05.2024 03:00;-9,54
05.05.2024 03:15;-7,05
05.05.2024 03:30;-4,56
05.05.2024 03:45;-4,87
05.05.2024 04:00;-3,81
05.05.2024 04:15;-3,06
05.05.2024 04:30;-2,22
05.05.2024 04:45;-0,28
05.05.2024 05:00;-4,79
05.05.2024 05:15;-4,23
05.05.2024 05:30;-6,49
05.05.2024 05:45;-5,57
05.05.2024 06:00;-4,68
05.05.2024 06:15;-4,43
05.05.2024 06:30;-5,01
05.05.2024 06:45;-2,1
05.05.2024 07:00;-0,41
05.05.2024 07:15;-0,09
05.05.2024 07:30;2,57
05.05.2024 07:45;3,33
05.05.2024 08:00;3,91
05.05.2024 08:15;0,99
05.05.2024 08:30;3,89
05.05.2024 08:45;6,93
05.05.2024 09:00;4,68
05.05.2024 09:15;01,04,1987
05.05.2024 09:30;4,69
05.05.2024 09:45;-0,05
05.05.2024 10:00;2,57
05.05.2024 10:15;9,06
05.05.2024 10:30;6,02
05.05.2024 10:45;5,08
05.05.2024 11:00;4,97
05.05.2024 11:15;-0,13
05.05.2024 11:30;3,29
05.05.2024 11:45;3,09
05.05.2024 12:00;4,08
05.05.2024 12:15;3,71
05.05.2024 12:30;10,67
05.05.2024 12:45;11,02
05.05.2024 13:00;9,01
05.05.2024 13:15;7,99
05.05.2024 13:30;2,36
05.05.2024 13:45;-4,31
05.05.2024 14:00;-5,1
05.05.2024 14:15;-3,46
05.05.2024 14:30;1,98
05.05.2024 14:45;-4,67
05.05.2024 15:00;2,49
05.05.2024 15:15;2,69
05.05.2024 15:30;-2,85
05.05.2024 15:45;-3,04
05.05.2024 16:00;-1,93
05.05.2024 16:15;-5
05.05.2024 16:30;-4,7
05.05.2024 16:45;-5,7
05.05.2024 17:00;-9,01
05.05.2024 17:15;-11,92
05.05.2024 17:30;-14,24
05.05.2024 17:45;-14,01
05.05.2024 18:00;-13,45
05.05.2024 18:15;-15,48
05.05.2024 18:30;-18,82
05.05.2024 18:45;-19,33
05.05.2024 19:00;-20,08
05.05.2024 19:15;-19,9
05.05.2024 19:30;-19,1
05.05.2024 19:45;-19,3
05.05.2024 20:00;-18,01
05.05.2024 20:15;-19,53
05.05.2024 20:30;-17,59
05.05.2024 20:45;-16,06
05.05.2024 21:00;-11,79
05.05.2024 21:15;-9,89
05.05.2024 21:30;-9,93
05.05.2024 21:45;-9,63
05.05.2024 22:00;-9,17
05.05.2024 22:15;-10,5
05.05.2024 22:30;-9,71
05.05.2024 22:45;-9,68
05.05.2024 23:00;-8,89
05.05.2024 23:15;-9,26
05.05.2024 23:30;-8,92
05.05.2024 23:45;-8,51
06.05.2024 00:00;-9,05
06.05.2024 00:15;-9,28
06.05.2024 00:30;-8,83
06.05.2024 00:45;-9,61
06.05.2024 01:00;-12,34
06.05.2024 01:15;-13,86
06.05.2024 01:30;-12,21
06.05.2024 01:45;-12,83
06.05.2024 02:00;-14,13
06.05.2024 02:15;-18,06
06.05.2024 02:30;-17,12
06.05.2024 02:45;-16,89
06.05.2024 03:00;-17,34
06.05.2024 03:15;-15,12
06.05.2024 03:30;-12,81
06.05.2024 03:45;-9,52
06.05.2024 04:00;-8,65
06.05.2024 04:15;-5,39
06.05.2024 04:30;-6,7
06.05.2024 04:45;-6,52
06.05.2024 05:00;-7,66
06.05.2024 05:15;-3,88
06.05.2024 05:30;-6,95
06.05.2024 05:45;-5,3
06.05.2024 06:00;-7,23
06.05.2024 06:15;-5,76
06.05.2024 06:30;0,68
06.05.2024 06:45;1,12
06.05.2024 07:00;01,01,1992
06.05.2024 07:15;1,66
06.05.2024 07:30;1,26
06.05.2024 07:45;2,5
06.05.2024 08:00;5,11
06.05.2024 08:15;6,35
06.05.2024 08:30;5,31
06.05.2024 08:45;4,14
06.05.2024 09:00;5,12
06.05.2024 09:15;5,86
06.05.2024 09:30;4,48
06.05.2024 09:45;5,76
06.05.2024 10:00;6,54
06.05.2024 10:15;7,04
06.05.2024 10:30;10,61
06.05.2024 10:45;13,04
06.05.2024 11:00;13,42
06.05.2024 11:15;3,14
06.05.2024 11:30;-0,99
06.05.2024 11:45;1,44
06.05.2024 12:00;9,12
06.05.2024 12:15;12,31
06.05.2024 12:30;11,14
06.05.2024 12:45;11,12
06.05.2024 13:00;11,55
06.05.2024 13:15;-0,12
06.05.2024 13:30;6,06
06.05.2024 13:45;2,97
06.05.2024 14:00;-5,59
06.05.2024 14:15;-7,37
06.05.2024 14:30;-8,08
06.05.2024 14:45;-9,35
06.05.2024 15:00;-11,77
06.05.2024 15:15;-9,31
06.05.2024 15:30;-1,57
06.05.2024 15:45;2,59
06.05.2024 16:00;-4,97
06.05.2024 16:15;-5,94
06.05.2024 16:30;-5,22
06.05.2024 16:45;-8,33
06.05.2024 17:00;-10,28
06.05.2024 17:15;-11,2
06.05.2024 17:30;-11,68
06.05.2024 17:45;-12,43
06.05.2024 18:00;-13,73
06.05.2024 18:15;-13,21
06.05.2024 18:30;-17,34
06.05.2024 18:45;-15,78
06.05.2024 19:00;-13,67
06.05.2024 19:15;-12,61
06.05.2024 19:30;-11,72
06.05.2024 19:45;-11,06
06.05.2024 20:00;-10,87
06.05.2024 20:15;-10,54
06.05.2024 20:30;-10,88
06.05.2024 20:45;-10,73
06.05.2024 21:00;-9,81
06.05.2024 21:15;-10,29
06.05.2024 21:30;-9,06
06.05.2024 21:45;-9,4
06.05.2024 22:00;-9,49
06.05.2024 22:15;-9,79
06.05.2024 22:30;-14,14
06.05.2024 22:45;-13,42
06.05.2024 23:00;-12,95
06.05.2024 23:15;-13,78
06.05.2024 23:30;-14,23
06.05.2024 23:45;-12,82
07.05.2024 00:00;-10,06
07.05.2024 00:15;-9,84
07.05.2024 00:30;-10,06
07.05.2024 00:45;-9,33
07.05.2024 01:00;-9,37
07.05.2024 01:15;-10,29
07.05.2024 01:30;-8,54
07.05.2024 01:45;-8,49
07.05.2024 02:00;-8,43
07.05.2024 02:15;-8,67
07.05.2024 02:30;-8,91
07.05.2024 02:45;-8,73
07.05.2024 03:00;-9,01
07.05.2024 03:15;-9,14
07.05.2024 03:30;-7,68
07.05.2024 03:45;-5,56
07.05.2024 04:00;-5,58
07.05.2024 04:15;-8,18
07.05.2024 04:30;-9,34
07.05.2024 04:45;-10,51
07.05.2024 05:00;-11,96
07.05.2024 05:15;-12,47
07.05.2024 05:30;-16,57
07.05.2024 05:45;-15,44
07.05.2024 06:00;-15,71
07.05.2024 06:15;-16,29
07.05.2024 06:30;-16,24
07.05.2024 06:45;-13,35
07.05.2024 07:00;-7,68
07.05.2024 07:15;-6,79
07.05.2024 07:30;-6,66
07.05.2024 07:45;-5,11
07.05.2024 08:00;-3,16
07.05.2024 08:15;-8,54
07.05.2024 08:30;-9,23
07.05.2024 08:45;-4,31
07.05.2024 09:00;0,28
07.05.2024 09:15;-3,51
07.05.2024 09:30;-5,14
07.05.2024 09:45;-3,24
07.05.2024 10:00;-0,73
07.05.2024 10:15;0,68
07.05.2024 10:30;-4,42
07.05.2024 10:45;-10,43
07.05.2024 11:00;-12,28
07.05.2024 11:15;-10,48
07.05.2024 11:30;-6,82
07.05.2024 11:45;-1,12
07.05.2024 12:00;-5,23
07.05.2024 12:15;-3,72
07.05.2024 12:30;0,39
07.05.2024 12:45;-5,22
07.05.2024 13:00;-8,12
07.05.2024 13:15;-4,26
07.05.2024 13:30;-0,89
07.05.2024 13:45;4,46
07.05.2024 14:00;0,76
07.05.2024 14:15;-1,54
07.05.2024 14:30;-5,06
07.05.2024 14:45;-0,7
07.05.2024 15:00;-4,76
07.05.2024 15:15;-4,74
07.05.2024 15:30;-4,46
07.05.2024 15:45;-5,59
07.05.2024 16:00;-8,65
07.05.2024 16:15;-8,65
07.05.2024 16:30;-8,25
07.05.2024 16:45;-7,88
07.05.2024 17:00;-11,37
07.05.2024 17:15;-13,26
07.05.2024 17:30;-14,48
07.05.2024 17:45;-14,35
07.05.2024 18:00;-15,94
07.05.2024 18:15;-18,48
07.05.2024 18:30;-19,81
07.05.2024 18:45;-18,09
07.05.2024 19:00;-15,3
07.05.2024 19:15;-18,2
07.05.2024 19:30;-18,31
07.05.2024 19:45;-16,67
07.05.2024 20:00;-17,74
07.05.2024 20:15;-15,2
07.05.2024 20:30;-15,15
07.05.2024 20:45;-14,97
07.05.2024 21:00;-14,6
07.05.2024 21:15;-13,43
07.05.2024 21:30;-12,95
07.05.2024 21:45;-13,37
07.05.2024 22:00;-13,39
07.05.2024 22:15;-12,92
07.05.2024 22:30;-15,08
07.05.2024 22:45;-13,75
07.05.2024 23:00;-13,21
07.05.2024 23:15;-13,38
07.05.2024 23:30;-12,96
07.05.2024 23:45;-13,28
08.05.2024 00:00;-9,71
08.05.2024 00:15;-8,09
08.05.2024 00:30;-8,89
08.05.2024 00:45;-10,19
08.05.2024 01:00;-10,43
08.05.2024 01:15;-9,11
08.05.2024 01:30;-8,7
08.05.2024 01:45;-8,21
08.05.2024 02:00;-7,93
08.05.2024 02:15;-8,3
08.05.2024 02:30;-9,58
08.05.2024 02:45;-8,26
08.05.2024 03:00;-9,42
08.05.2024 03:15;-8,74
08.05.2024 03:30;-7,2
08.05.2024 03:45;-6,81
08.05.2024 04:00;-5,55
08.05.2024 04:15;-4,73
08.05.2024 04:30;-5,64
08.05.2024 04:45;-7,11
08.05.2024 05:00;-9,26
08.05.2024 05:15;-10,82
08.05.2024 05:30;-13,14
08.05.2024 05:45;-13,51
08.05.2024 06:00;-13,12
08.05.2024 06:15;-13,22
08.05.2024 06:30;-12,17
08.05.2024 06:45;-12,53
08.05.2024 07:00;-9,75
08.05.2024 07:15;-5,95
08.05.2024 07:30;-8,11
08.05.2024 07:45;-5,98
08.05.2024 08:00;-8,23
08.05.2024 08:15;-8,11
08.05.2024 08:30;-9,79
08.05.2024 08:45;-11,08
08.05.2024 09:00;-11,42
08.05.2024 09:15;-8,78
08.05.2024 09:30;-6,3
08.05.2024 09:45;-4,8
08.05.2024 10:00;-3,55
08.05.2024 10:15;-3,25
08.05.2024 10:30;-4,61
08.05.2024 10:45;-2,97
08.05.2024 11:00;0,65
08.05.2024 11:15;0,31
